year,faculty_name,department_name,pure_id,wos_id,doi,issued,doctype,language,title,abstract,keywords,subjects
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25525114,WOS:000267770000011,10.1002/ajmg.a.32915,2009-07-01,Article,English,Genetic Counseling and Cardiac Care in Predictively Tested Hypertrophic Cardiomyopathy Mutation Carriers: The Patients' Perspective,"Hypertrophic cardiomyopathy (HCM) is a common hereditary heart disease associated with sudden cardiac death. predictive genetic counseling and testing are performed using adapted Huntington guidelines, that is, psychosocial care and time for reflection are not obligatory and the test result can be disclosed by telephone or mail. Proven mutation carriers detected by predictive DNA testing are advised to undergo regular cardiac follow-up according to international guidelines. We evaluated the opinion of 143 predictively tested HCM mutation carriers on received cardiogenetic care using questionnaires (response rate 86%). Predictive genetic counseling and DNA testing were evaluated on four domains: information provision, satisfaction with counseling, social pressure in DNA testing and regret of DNA testing. Opinions on cardiac follow-up were assessed pertaining to communication, nervous anticipation, reassurance, and general disadvantages. Genetic counseling was valued positively and only four carriers would rather not have known that they were a mutation carrier. A majority received their DNA test result by mail or telephone, and almost all were satisfied. Only 76% of carriers received regular cardiac follow-up. Those who did, had a positive attitude regarding the cardiac visits. General disadvantages of the visits were valued as low, especially by older carriers, men and carriers with manifest HCM. We conclude that our adapted Huntington guidelines are well accepted and that cardiogenetic care is generally appreciated by predictively tested HCM mutation carriers. To better understand the cause of the substantial portion of mutation carriers not receiving regular cardiac follow-up, although recommended in international guidelines, further research is needed. (C) 2009 Wiley-Liss, Inc.",cardiac screening,Genetics & Heredity
2009,Erasmus School of Health Policy & Management,Health Care Governance (HCG),25586926,WOS:000267995500015,10.1197/jamia.M2419,2009-07-01,Review,English,The Impact of Computerized Provider Order Entry Systems on Inpatient Clinical Workflow: A Literature Review,"Previous studies have shown the importance of workflow issues in the implementation of CPOE systems and patient safety practices. To understand the impact of CPOE on clinical workflow, we developed a conceptual framework and conducted a literature search for CPOE evaluations between 1990 and June 2007. Fifty-one publications were identified that disclosed mixed effects of CPOE systems. Among the frequently reported workflow advantages were the legible orders, remote accessibility of the systems, and the shorter order turnaround times. Among the frequently reported disadvantages were the time-consuming and problematic user-system interactions, and the enforcement of a predefined relationship between clinical tasks and between providers. Regarding the diversity of findings in the literature, we conclude that more multi-method research is needed to explore CPOE's multidimensional and collective impact on especially collaborative workflow.",,Medical Informatics
2008,Erasmus School of Health Policy & Management,Health Economics (HE),25624800,WOS:000267772500007,10.1017/S0007114508123455,2009-06-28,Article,English,Ethnic differences in early pregnancy maternal n-3 and n-6 fatty acid concentrations: an explorative analysis,"Ethnicity-related differences in maternal n-3 and n-6 fatty acid status may be relevant to ethnic disparities in birth outcomes observed worldwide. The present study explored differences in early pregnancy n-3 and n-6 fatty acid composition of maternal plasma phospholipids between Dutch and ethnic minority pregnant women in Amsterdam, the Netherlands, with a focus on the major functional fatty acids EPA (20: 5n-3), DHA (22:6n-3), dihomo-gamma-linolenic acid (DGLA; 20: 3n-6) and arachidonic acid (AA; 20:4n-6). Data were derived from the Amsterdam Born Children and their Development (ABCD) cohort (inclusion January 2003 to March 2004). Compared with Dutch women (n 2443), Surinamese (n 296), Antillean (n 63), Turkish (n 167) and Moroccan (n 241) women had generally lower proportions of n-3 fatty acids (expressed as percentage of total fatty acids) but higher proportions of n-6 fatty acids (general linear model; P<0.001). Ghanaian women (n 54) had higher proportions of EPA and DHA, but generally lower proportions of n-6 fatty acids (P<0.001). Differences were most pronounced in Turkish and Ghanaian women, who, by means of a simple questionnaire, reported the lowest and highest fish consumption respectively. Adjustment for fish intake, however, hardly attenuated the differences in relative EPA, DHA, DGLA and AA concentrations between the various ethnic groups. Given the limitations of this observational study, further research into the ethnicity-related differences in maternal n-3 and n-6 fatty acid patterns is warranted, particularly to elucidate the explanatory role of fatty acid intake v. metabolic differences.",Amsterdam Born Children and their Development study,Nutrition & Dietetics
2009,Erasmus School of Health Policy & Management,Health Services Management & Organisation (HSMO),25554280,WOS:000281584300003,10.1007/s10729-008-9080-9,2009-06-01,Article,English,Patient mix optimisation and stochastic resource requirements: A case study in cardiothoracic surgery planning,"Cardiothoracic surgery planning involves different resources such as operating theatre time, beds, IC beds and nursing staff. In the daily practice of the Thorax Centre case study setting, the planning focuses on optimal use of operating theatre time, though the performance of the Thorax Centre as a whole is often more limited by other resources. For operating theatres a master surgical schedule is used to allocate operating theatre resources at tactical level for a longer period. Operational schedules at weekly level are derived from this master schedule. Within cardiothoracic surgery different categories of patients can be distinguished based on their requirement of resources. The mix of patients operated is, therefore, an important decision variable for the Thorax Centre to manage the use of these resources. In this paper we will consider the planning problem at the tactical level to generate a master surgical schedule that realises a given target of patient throughput and optimises an objective function for the utilisation of resources. The problem can be mathematically approached by mixed integer linear programming, which we already demonstrated in a previous paper. The specific topic of the current paper is to investigate the influence of using a stochastic instead of a deterministic length of stay. We will discuss the new mathematical model developed for this planning problem. The results obtained by the model indicate that we can generate master surgical schedules with a better performance on target utilization levels of resources by considering the stochastic length of stay.",Integer linear programming,Health Care Sciences & Services
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25524204,WOS:000266008400013,10.1007/s00192-009-0846-5,2009-06-01,Article,English,Clinical-decision taking in primary pelvic organ prolapse; the effects of diagnostic tests on treatment selection in comparison with a consensus meeting,"Although additional diagnostic tests frequently led to adaptations of basic treatment proposals, consensus was not reached in a fourth of the cases.",Urodynamic evaluation,Urology & Nephrology
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25524135,WOS:000266467800006,10.1111/j.1524-4733.2008.00489.x,2009-06-01,Article,English,Transferability of Economic Evaluations Across Jurisdictions: ISPOR Good Research Practices Task Force Report,"A growing number of jurisdictions now request economic data in support of their decision-making procedures for the pricing and/or reimbursement of health technologies. Because more jurisdictions request economic data, the burden on study sponsors and researchers increases. There are many reasons why the cost-effectiveness of health technologies might vary from place to place. Therefore, this report of an ISPOR Good Practices Task Force reviews what national guidelines for economic evaluation say about transferability, discusses which elements of data could potentially vary from place to place, and recommends good research practices for dealing with aspects of transferability, including strategies based on the analysis of individual patient data and based on decision-analytic modeling.",resource allocation,Health Care Sciences & Services
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25562890,WOS:000266467800019,10.1111/j.1524-4733.2008.00475.x,2009-06-01,Article,English,Comparing Methodologies for the Allocation of Overhead and Capital Costs to Hospital Services,Hourly rate allocation may be a strong alternative to weighted service allocation for hospital services with a relatively short inpatient stay. The use of inpatient day allocation would likely most closely reflect the indirect cost estimates obtained by the weighted service method.,overheads,Health Care Sciences & Services
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25524254,WOS:000265881000010,10.1007/s11255-008-9448-2,2009-06-01,Article,English,The cost utility of solifenacin in the treatment of overactive bladder,Solifenacin 5 and 10 mg are cost-effective treatments in patients with overactive bladder.,Markov-model,Urology & Nephrology
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25626023,WOS:000264635300009,10.1111/j.1365-3016.2009.01030.x,2009-05-01,Article,English,Anonymous non-response analysis in the ABCD cohort study enabled by probabilistic record linkage,"The ABCD non-respondents were significantly younger, more often non-western, and more often multiparae. Non-respondents entered antenatal care later, were more often under supervision of an obstetrician and had a spontaneous delivery more often. Non-response however, was not significantly associated with preterm birth ( odds ratio 1.10; 95% CI 0.93, 1.29) or low birthweight ( odds ratio 1.16; 95% CI 0.98, 1.37) after adjustment for sociodemographic risk factors. The associations found between risk factors and adverse pregnancy outcomes were similar for respondents and nonrespondents. Anonymised record linkage of cohort study data with national registry data indicated that selective non-response was present in the ABCD-study, but selection bias was acceptably low and did not influence the main study questions.",medical record linkage,Pediatrics
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25524385,WOS:000265728100005,10.1002/hec.1385,2009-05-01,Article,English,THE INFLUENCE OF SUBJECTIVE LIFE EXPECTANCY ON HEALTH STATE VALUATIONS USING A 10 YEAR TTO,"Conclusion: The WTT years and the number of years traded-off were both influenced by SLE in 10-years TTO exercises. Reducing remaining life expectancy to 10 years in a TTO may thus increase loss aversion and, especially in respondents losing relatively many expected life years.. diminish WTT and the amount of time traded off. Copyright (c) 2008 John Wiley & Sons, Ltd.",subjective life expectancy,Health Care Sciences & Services
2009,Erasmus School of Health Policy & Management,Health Services Management & Organisation (HSMO),25524616,WOS:000265462600004,10.1016/j.rmed.2008.11.017,2009-05-01,Review,English,A systematic review of integrated use of disease-management interventions in asthma and COPD,"Conclusion: In spite of the heterogeneity of disease management studies in asthma and COPD care, this review showed promising improvements in quality of life and reductions in hospitalisations, especially for triple intervention programmes. (C) 2008 Elsevier Ltd. All rights reserved.",Quality of health care,Respiratory System
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25448181,WOS:000266648500001,10.1016/j.jhealeco.2008.12.005,2009-05-01,Article,English,The effect of income growth and inequality on health inequality: Theory and empirical evidence from the European Panel,"Governments of EU countries have declared that they would like to couple income growth with reductions in social inequalities in income and health. We show that, theoretically, both aims can be reconciled only under very specific conditions Concerning the type of growth and the income responsiveness of health. We investigate whether these conditions were met in Europe in the 1990s using panel data from the European Community Household Panel. We demonstrate that (i) in most countries, the income elasticity of health was positive and increases with income, and (ii) that income growth was not pro-rich ill most EU Countries, resulting in small or negligible reductions in income inequality. The combination of both findings explains the modest increases we observe in income-related health inequality ill file majority Of Countries. (C) 2008 Elsevier B.V. All rights reserved.",Europe,Health Care Sciences & Services
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25625950,WOS:000265928200001,10.1186/1471-2458-9-102,2009-04-14,Article,English,Regional perinatal mortality differences in the Netherlands; care is the question,"Conclusion: Regional differences in perinatal mortality exist in the Netherlands. These differences could not be explained by demographic or socio-economic factors, however clinical risk group analysis showed indications for a role of health care factors.",,"Public, Environmental & Occupational Health"
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25639293,WOS:000263490700011,10.1016/j.addbeh.2008.11.006,2009-04-01,Article,English,Psychosocial problems and continued smoking during pregnancy,"The present study examined the association of several psychosocial problems with continued smoking during pregnancy. Based on a population-based cohort study among pregnant women in Amsterdam (n =8266), women who smoked before pregnancy were included in this study (n=1947). Women completed a questionnaire around the 12th week of gestation. Based on whether they smoked in the past week, participants were categorized as quitters or non-quitters. Depressive symptoms (CES-D), anxiety (STAI), pregnancy-related anxiety, job strain, parenting stress and physical/sexual violence were measured. Multiple logistic regression analyses were performed. After adjustment for sociodemographic and smoking-related covariates, low and high levels of pregnancy-related anxiety, exposure to physical/sexual violence, and high job strain were significantly associated with continued smoking during pregnancy. Intensive and comprehensive smoking cessation programs are required for pregnant women, which includes the management of psychosocial problems. (c) 2008 Elsevier Ltd. All rights reserved.",ABCD study,Substance Abuse
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25638753,WOS:000264065000007,10.1111/j.1471-0528.2008.01984.x,2009-04-01,Article,English,Risk factors for the presence of non-rhesus D red blood cell antibodies in pregnancy,"RBC transfusion is by far the most important independent risk factor for non-RhD immunisation in pregnancy, followed by parity, major surgery and haematological disease. Pregnancy-related risk factors are a prior male child and caesarean section. Subgroup screening for RBC antibodies, with exclusion of RhD-positive para-0 without clinical risk factors, is to be considered. This approach will be equally sensitive in detecting severe Haemolytic Disease of the Fetus and Newborn compared with the present RBC antibody screening programme without preselection. Primary prevention by extending preventive matching of transfusions in women younger than 45 will prevent more than 50% of pregnancy immunisations.",risk factors,Obstetrics & Gynecology
2009,Erasmus School of Health Policy & Management,Health Services Management & Organisation (HSMO),25527679,WOS:000264534700037,10.1213/ane.0b013e318195e109,2009-04-01,Article,English,The Effect of the Operating Room Coordinator's Risk Appreciation on Operating Room Efficiency,CONCLUSIONS: The conclusion of this study is that a nonrisk-averse ORC creates significantly less unused OR capacity without a great chance of running ORs after regular working hours or canceling elective cases scheduled for surgery compared to a risk-averse ORC.,,Anesthesiology
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25525197,WOS:000264982900009,10.1002/ajmg.a.32710,2009-04-01,Article,English,Quality of Life and Psychological Distress in Hypertrophic Cardiomyopathy Mutation Carriers: A Cross-Sectional Cohort Study,"Hypertrophic cardiomyopathy (HCM) is a common hereditary heart disease associated with heart failure and sudden death. Quality of life and psychological distress were found to be impaired in HCM patients but have never been assessed in mutation carriers, with or without manifest HCM. We aimed to assess quality of life and psychological distress, using standardized questionnaires, and to identify sociodemographic, clinical, risk and illness perception related predictors thereof in 228 HCM mutation carriers. HCM carriers' overall quality of life and distress scores did not differ from the Dutch population. Quality of life and distress were worst in carriers with manifest HCM before DNA testing and best in predictively tested carriers without HCM. The latter group had even significantly better quality of life than the general population. Substantial determinants of impaired physical quality of life were symptoms (beta = 5.2, P = 0.001) and stronger belief in serious consequences of carriership, (beta = 3.5, P < 0.001); determinants of impaired mental quality of life were physical comorbidity (beta = 3.0, P = 0.020) and a higher perceived risk of symptoms (beta = 0.9, P = 0.001). Female gender (beta = 1.4, P = 0.004) and stronger emotional reactions (beta = 1.2, P = 0.002) were associated with more anxiety. Less understanding of carriership (beta = 0.9, P = 0.007) and stronger belief in serious consequences (beta = 0.8, P = 0.008) increased depression. Levels of quality of life and distress were not impaired compared to the Dutch population. Illness and risk perception related variables were major determinants of quality of life and distress. Because these variables can be addressed and adjusted during pre- and post-test counseling, genetic counseling should focus on these determinants. (C) 2009 Wiley-Liss, Inc.",genetic testing,Genetics & Heredity
2009,Erasmus School of Health Policy & Management,Health Services Management & Organisation (HSMO),27470904,WOS:000264986600001,10.1186/1472-6963-9-42,2009-03-04,Article,English,A four phase development model for integrated care services in the Netherlands,"Conclusion: The findings provide a descriptive model of the development process that integrated care services can undergo in the Netherlands. The findings have important implications for integrated care services, which can use the model as an instrument to reflect on their current practices. The model can be used to help to identify improvement areas in practice. The model provides a framework for developing evaluation designs for integrated care arrangements. Further research is recommended to test the developed model in practice and to add international experiences.",,Health Care Sciences & Services
2009,Erasmus School of Health Policy & Management,Health Care Governance (HCG),25586782,WOS:000264089400003,10.1016/j.ijmedinf.2008.06.012,2009-03-01,Article,English,"Same system, different outcomes: Comparing the transitions from two paper-based systems to the same computerized physician order entry system","Conclusions: Our findings suggest that not only the technology but also large differences between pre- and post-implementation work structure influence the perceptions of users, and probably make the transition more difficult. This study also suggests that greater satisfaction with a system may not necessarily be a reflection of better workflow support. (C) 2008 Elsevier Ireland Ltd. All rights reserved.",Questionnaires,Medical Informatics
2009,Erasmus School of Health Policy & Management,Health Care Governance (HCG),25586604,WOS:000264445100012,10.1377/hlthaff.28.2.404,2009-03-01,Article,English,Implementation Of Computerized Physician Order Entry In Seven Countries,"We review the extent and functionality of computerized physician order entry (CPOE) systems in seven Western countries. We compare nations' implementation levels; linkages with other health care information technologies; amount and types of use by clinicians; drivers of implementation; inclusion of decision-support systems and electronic medical records; and goals (for example, patient safety and efficiency). Implementation of CPOE is slower and more problematic than anticipated (adoption rates are 20 percent or less) and often poorly integrated, inducing new errors and generating frustration with user interfaces and repetitive tasks. Nevertheless, the advantages of CPOE remain compelling. [Health Affairs 28, no. 2 ( 2009): 404-414; 10.1377/hlthaff.28.1.404]",,Health Care Sciences & Services
2009,Erasmus School of Health Policy & Management,Health Services Management & Organisation (HSMO),25458189,WOS:000262523900011,10.1093/intqhc/mzn048,2009-02-01,Article,English,A quality management model for integrated care: results of a Delphi and Concept Mapping study,"The identified elements and clusters provide a basis for a comprehensive quality management model for integrated care. This model differs from other quality management models with respect to its general approach to multiple patient categories, its broad definition of integrated care and its specification into nine different clusters. The model furthermore accentuates conditions for effective collaboration such as commitment, clear roles and tasks and entrepreneurship. The model could serve evaluation and improvement purposes in integrated care practice. To improve external validity, replication of the study in other countries is recommended.",,Health Care Sciences & Services
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25454809,WOS:000262570000005,10.1007/s10198-008-0101-x,2009-02-01,Article,English,Comparing methodologies for the cost estimation of hospital services,"The aim of the study was to determine whether the total cost estimate of a hospital service remains reliable when the cost components of bottom-up microcosting were replaced by the cost components of top-down microcosting or gross costing. Total cost estimates were determined in representative general hospitals in the Netherlands for appendectomy, normal delivery, stroke and acute myocardial infarction for 2005. It was concluded that restricting the use of bottom-up microcosting to those cost components that have a great impact on the total costs (i.e., labour and inpatient stay) would likely result in reliable cost estimates.",Hospital service,Health Care Sciences & Services
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25563138,WOS:000207954700002,10.1080/00224540903232324,2009-01-01,Article,English,Back to the Consideration of Future Consequences Scale: Time to Reconsider?,"The Consideration of Future Consequences (CFC) Scale is a measure of the extent to which individuals consider and are influenced by the distant outcomes of current behavior. In this study, the authors conducted factor analysis to investigate the factor structure of the 12-item CFC Scale. The authors found evidence for a multiple factor solution including one completely present-oriented factor consisting of all 7 present-oriented items, and one or two future-oriented factors consisting of the remaining future-oriented items. Further evidence indicated that the present-oriented factor and the 12-item CFC Scale perform similarly in terms of internal consistency and convergent validity. The structure and content of the future-oriented factor(s) is unclear. From the findings, the authors raise questions regarding the construct validity of the CFC Scale, the interpretation of its results, and the usefulness of the CFC scale in its current form in applied research.",time preference,Psychology
2009,Erasmus School of Health Policy & Management,Health Care Governance (HCG),25460957,WOS:000262554700007,10.1017/S0266462309090072,2009-01-01,Article,English,Finding legitimacy for the role of budget impact in drug reimbursement decisions,"Conclusions: Budget impact plays a role in drug reimbursement decisions and has rationales to support its use. However, policy makers do not easily admit that they consider budget impact and are even reluctant to explicitly use budget impact as a formal criterion. A debate would strengthen the theoretical foundation of budget impact as a legitimate criterion in the context of drug reimbursement decisions. Such discussion of budget impact's role will also enhance policy-makers' accountability.",The Netherlands,Medical Informatics
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25563045,WOS:000264860000009,10.1159/000187650,2009-01-01,Article,English,Anorectal Function Testing and Anal Endosonography in the Diagnostic Work-Up of Patients with Primary Pelvic Organ Prolapse,"Aim: To study the pathophysiology of defecation disorders in patients with primary pelvic organ prolapse (POP) and the diagnostic potential of anorectal function testing (AFT) including endosonography in the work-up of these patients. Methods: 59 Patients were evaluated with a validated questionnaire, clinical examination, AFT and endosonography. Results: Women with POP showed lower squeezing pressure, postponed first sensation and desire, lower capacity and prolonged pudendal nerve terminal latency time compared to healthy controls (all p < 0.01). Manometric findings did not differ significantly between patients with and without constipation. Patients with fecal incontinence had significantly lower resting and squeezing pressures than patients without fecal incontinence and an increased risk of an external sphincter defect (odds ratio = 12.75, 95% confidence interval 2.40-66.67). Although digital rectal examination could quantify absent, decreased and normal squeezing pressure, the positive predictive value for external sphincter defects was low (0.32). Conclusion: AFT indicates the presence of neuromuscular damage of the anorectal region in patients with POP. AFT is not useful in the work-up of patients with POP and constipation, because it fails to discriminate between symptomatic and asymptomatic patients. In cases of fecal incontinence, AFT and endosonography are helpful to distinguish between functional and anatomical problems. Copyright (C) 2008 S. Karger AG, Basel",Pelvic organ prolapse,Obstetrics & Gynecology
2009,Erasmus School of Health Policy & Management,Health Care Governance (HCG),25479609,WOS:000261709400003,10.1177/0162243907311267,2009-01-01,Article,English,Practicing Reliability Reconstructing Traditional Boundaries in the Gray Areas of Health Information Review on the Web,"The availability of medical and health information on the world wide web has led to a long discussion about the reliability of that information. Various medical, political, and independent organizations have created user-friendly tools for finding reliable medical/health information on the web and have been faced with the challenge of ( re) defining what it means for information to be reliable. Little attention has been given to the work of reviewing web-based information and applying selection criteria to individual sites. In this article, the authors examine how guidelines are applied in practice and discuss how the selection criteria and the practices of applying them reinforce distinctions ( such as those between lay and expert, global and local, nonprofit and commercial, etc.) that current medical sociology and informatics literature suggests have been broken down by internet technologies and the availability of web-based medical information.",information classification,Social Issues
2009,Erasmus School of Health Policy & Management,Health Care Governance (HCG),25608309,WOS:000269435700009,10.3414/ME0572,2009-01-01,Article,English,Evaluation of the Impact of a CPOE System on Nurse-physician Communication A Mixed Method Study,"Conclusion: The introduction of CPOE system with paper-based medication administration system improved prescription legibility and completeness but introduced many workflow impediments and as a result error-inducing conditions. In order to prevent such an effect, CPOE systems have to support the level of communication which is necessary to integrate the work of nurses and physicians.",workaround,Medical Informatics
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25524299,WOS:000262696800026,10.1111/j.1524-4733.2008.00406.x,2009-01-01,Article,English,Breaking the Silence: Exploring the Potential Effects of Explicit Instructions on Incorporating Income and Leisure in TTO Exercises,"Respondents in our sample did not consistently include income effects and leisure effects. Including income effects only had (some) effect on TTO valuations after an explicit instruction. If these results are confirmed in future research, this implies that income effects may be best captured on the cost-side of the CE ratio. Spontaneous inclusion or exclusion of leisure time appeared to be more influential.",time trade-off,Health Care Sciences & Services
2009,Erasmus School of Health Policy & Management,Health Economics (HE),25563009,WOS:000273272400006,10.2165/11319900-000000000-00000,2009-01-01,Article,English,Healthcare Costs and Obesity Prevention Drug Costs and Other Sector-Specific Consequences,"Conclusions: Obesity prevention will likely result in savings in the pharmaceutical segment, but substantial additional costs for long-term care. These are important considerations for policy makers concerned with the future sustainability of the healthcare system.",,Pharmacology & Pharmacy
2009,Erasmus School of Health Policy & Management,Health Systems and Insurance (HSI),25530909,WOS:000263190800013,10.1016/j.jhealeco.2008.09.007,2009-01-01,Article,English,Shifted deductibles for high risks: More effective in reducing moral hazard than traditional deductibles,"In health insurance, a traditional deductible (i.e. with a deductible range [0,d]) is in theory not effective in reducing moral hazard for individuals who know (ex-ante) that their expenditures will exceed the deductible amount d, e.g. those with a chronic disease. To increase the effectiveness, this paper proposes to shift the deductible range to [s(i),s(i)+d], with starting point s(i) depending on relevant risk characteristics of individual i. In an empirical illustration we assume the optimal shift to be such that the variance in out-of-pocket expenditures is maximized. Results indicate that for the 10-percent highest risks in our data the optimal starting point of a (sic) 1000-deductible is to be found (far) beyond (sic) 1200, which corresponds with a deductible range of [1200,2200] or further. We conclude that, compared to traditional deductibles, shifted deductibles with a risk-adjusted starting point lower out-of-pocket expenditures and may further reduce moral hazard. (C) 2008 Elsevier B.V. All rights reserved.",Risk,Health Care Sciences & Services
2008,Erasmus School of Health Policy & Management,,25404665,WOS:000207648600009,10.1007/s10903-008-9144-4,2008-12-01,Article,English,Different Distribution of Cardiovascular Risk Factors According to Ethnicity: A Study in a High Risk Population,"This study compares the distribution of cardiovascular risk factors in different ethnic groups at high risk of developing cardiovascular diseases within general practices. A total of 430 patients (179 Dutch, 126 Turks, 50 Surinamese, 23 Moroccans, 23 Antilleans and 29 from other ethnic groups) were included in the study. Data collection consisted of questionnaires and physical and clinical examinations. 54% was female. The mean age was 53.1 (sd 9.9) years. There were important ethnic differences in the distribution of cardiovascular risk factors. Compared to the Dutch, ethnic minorities had significantly greater odds of being diabetic (OR = 3.2-19.4); but were less likely to smoke (OR = 0.10-0.53). Turkish individuals had a lower prevalence of hypercholesterolemia but were 2.4 times more likely to be obese than the Dutch. Hypertension was very common in all ethnic groups and no significant ethnic differences were found. These findings provide additional evidence of the need for tailored interventions for different ethnic groups in general practices.",Tailored intervention,"Public, Environmental & Occupational Health"
2008,Erasmus School of Health Policy & Management,Health Systems and Insurance (HSI),25436527,WOS:000260183100001,10.1007/s10754-008-9038-y,2008-12-01,Article,English,Consumer price sensitivity in Dutch health insurance,"Aim To estimate the price sensitivity of consumer choice of health insurance firm. Method Using paneldata of the flows of insured between pairs of Dutch sickness funds during the period 1993-2002, we estimate the sensitivity of these flows to differences in insurance premium. Results The price elasticity of residual demand for health insurance was low during the period 1993-2002, confirming earlier findings based on annual changes in market share. We find small but significant elasticities for basic insurance but insignificant elasticities for supplementary insurance. Young enrollees are more price sensitive than older enrollees. Conclusion Competition was weak in the market for health insurance during the period under study. For the market-based reforms that are currently under way, this implies that measures to promote competition in the health insurance industry may be needed.",Price elasticity,Health Care Sciences & Services
2008,Erasmus School of Health Policy & Management,Health Services Management & Organisation (HSMO),25452358,WOS:000261501800011,10.1136/qshc.2006.021865,2008-12-01,Review,English,A model to evaluate quality and effectiveness of disease management,"Disease management has emerged as a new strategy to enhance quality of care for patients suffering from chronic conditions, and to control healthcare costs. So far, however, the effects of this strategy remain unclear. Although current models define the concept of disease management, they do not provide a systematic development or an explanatory theory of how disease management affects the outcomes of care. The objective of this paper is to present a framework for valid evaluation of disease-management initiatives. The evaluation model is built on two pillars of disease management: patient-related and professional-directed interventions. The effectiveness of these interventions is thought to be affected by the organisational design of the healthcare system. Disease management requires a multifaceted approach; hence disease-management programme evaluations should focus on the effects of multiple interventions, namely patient-related, professional-directed and organisational interventions. The framework has been built upon the conceptualisation of these disease-management interventions. Analysis of the underlying mechanisms of these interventions revealed that learning and behavioural theories support the core assumptions of disease management. The evaluation model can be used to identify the components of disease-management programmes and the mechanisms behind them, making valid comparison feasible. In addition, this model links the programme interventions to indicators that can be used to evaluate the disease-management programme. Consistent use of this framework will enable comparisons among disease-management programmes and outcomes in evaluation research.",,Health Care Sciences & Services
2008,Erasmus School of Health Policy & Management,Health Economics (HE),25456203,WOS:000259962000007,10.1111/j.1524-4733.2008.00389.x,2008-12-01,Article,English,Expected Value of Perfect Information: An Empirical Example of Reducing Decision Uncertainty by Conducting Additional Research,"Conclusions: This VOI analysis clearly identified parameters for which additional research is most worthwhile. After conducting additional research on the most important parameter, i.e., the utilities, total EVPI was substantially reduced.",value of information,Health Care Sciences & Services
2008,Erasmus School of Health Policy & Management,Health Services Management & Organisation (HSMO),25480226,WOS:000261023500009,10.1016/j.pec.2008.07.004,2008-11-01,Article,English,Physician-patient communication in single-bedded versus four-bedded hospital rooms,Practice implications: The research findings indicate the relevance of taking account of the context in which physician-patient communication takes place. (C) 2008 Elsevier Ireland Ltd. All rights reserved.,Bedside rounds,Social Sciences - Other Topics
2008,Erasmus School of Health Policy & Management,Health Care Governance (HCG),25416141,WOS:000260238000003,10.1016/j.ijmedinf.2008.04.001,2008-11-01,Article,English,Impact of a computerized physician order entry system on nurse-physician collaboration in the medication process,Conclusion: This study contributes to an understanding of the affected mechanisms in nurse-physician collaboration using a CPOE system. It provides recommendations for repairing the impaired mechanisms and for redesigning the CPOE system and thus for better supporting these structures. (C) 2008 Elsevier Ireland Ltd. All rights reserved.,Medication order entry system,Medical Informatics
2008,Erasmus School of Health Policy & Management,,25436107,WOS:000259502200010,10.1038/ejhg.2008.92,2008-10-01,Article,English,Uptake of genetic counselling and predictive DNA testing in hypertrophic cardiomyopathy,"Hypertrophic cardiomyopathy is a common autosomal dominant disease, associated with heart failure and arrhythmias predisposing to sudden cardiac death. After the detection of the causal mutation in the proband predictive DNA testing of relatives is possible ( cascade screening). Prevention of sudden cardiac death in patients with a high risk by means of an implantable cardioverter defibrillator is effective. In 97 hypertrophic cardiomyopathy families with a sarcomere gene mutation we retrospectively determined uptake of genetic counselling and predictive DNA testing in relatives within 1 year after the detection of the causal mutation in the proband. Uptake of genetic counselling was 39% and did not differ significantly by proband's or relative's gender, nor by young age of the relative (<18 years) or a family history positive for sudden cardiac death. In second-degree relatives, eligible for predictive DNA testing when the first-degree relative had died, uptake was 27.5% ( P = 0.047). Uptake of predictive genetic testing was 39%; conditional uptake of predictive genetic testing was 99%. Uptake of genetic counselling in hypertrophic cardiomyopathy is comparable to uptake in oncogenetics. Conditional uptake of predictive DNA testing, however, is much higher. Because sudden cardiac death can be prevented uptake of genetic counselling in hypertrophic cardiomyopathy should be as high as possible. To achieve this research into the determinants of uptake is needed.",uptake,Genetics & Heredity
2008,Erasmus School of Health Policy & Management,,25455559,WOS:000261021300005,10.1016/j.earlhumdev.2008.04.007,2008-10-01,Article,English,Does gestational duration within the normal range predict infant neuromotor development?,"Conclusions: Our findings indicate that differences in infant neuromotor development can be explained even by variations in gestational duration within the normal range. If an infant is found to have minor neuromotor delays, account should be taken of this. (C) 2008 Elsevier Ireland Ltd. All rights reserved.",Cohort study,Pediatrics
